0.000000	-0.000031	
0.000000	0.000061	
0.000000	-0.000061	
0.000000	0.000061	
0.000000	-0.000092	
0.000000	0.000092	
-0.000031	-0.000092	
0.000092	0.000122	
-0.000122	-0.000122	
0.000122	0.000092	
-0.000122	-0.000061	
0.000092	0.000031	
-0.000061	-0.000031	
0.000061	0.000061	
-0.000092	-0.000092	
0.000092	0.000122	
-0.000061	-0.000122	
0.000031	0.000092	
0.000000	-0.000061	
-0.000061	0.000031	
0.000061	-0.000031	
-0.000031	0.000031	
0.000000	0.000000	
0.000061	-0.000031	
-0.000122	0.000061	
0.000122	-0.000092	
-0.000092	0.000061	
0.000061	-0.000031	
-0.000031	0.000031	
0.000031	0.000000	
-0.000061	-0.000031	
0.000092	0.000031	
-0.000092	-0.000031	
0.000061	0.000031	
-0.000031	0.000000	
0.000031	-0.000031	
-0.000031	0.000000	
0.000000	0.000061	
0.000031	-0.000061	
-0.000061	0.000061	
0.000092	-0.000061	
-0.000092	0.000031	
0.000061	-0.000031	
-0.000031	0.000061	
0.000000	-0.000061	
0.000031	0.000061	
-0.000061	-0.000061	
0.000061	0.000061	
-0.000031	-0.000061	
0.000000	0.000061	
0.000031	-0.000061	
-0.000061	0.000031	
0.000031	0.000031	
0.000000	-0.000092	
0.000031	0.000122	
-0.000061	-0.000092	
0.000061	0.000031	
-0.000061	0.000000	
0.000031	0.000000	
0.000031	-0.000031	
-0.000061	0.000061	
0.000061	-0.000061	
-0.000061	0.000000	
0.000061	0.000092	
-0.000031	-0.000153	
0.000000	0.000183	
0.000031	-0.000183	
-0.000031	0.000153	
0.000000	-0.000122	
0.000061	0.000122	
-0.000092	-0.000092	
0.000122	0.000061	
-0.000122	-0.000061	
0.000061	0.000061	
0.000000	-0.000031	
-0.000031	0.000000	
0.000061	0.000000	
-0.000092	0.000000	
0.000061	0.000000	
-0.000031	0.000031	
0.000031	-0.000061	
-0.000061	0.000031	
0.000092	0.000031	
-0.000122	-0.000061	
0.000122	0.000061	
-0.000092	-0.000061	
0.000031	0.000031	
0.000000	0.000000	
0.000000	0.000000	
0.000000	0.000000	
0.000000	0.000000	
-0.000031	0.000000	
0.000031	0.000000	
-0.000031	-0.000031	
0.000061	0.000031	
-0.000061	0.000000	
0.000031	0.000000	
0.000000	0.000031	
-0.000031	-0.000092	
0.000061	0.000092	
-0.000061	-0.000092	
0.000031	0.000122	
0.000000	-0.000122	
0.000000	0.000122	
-0.000031	-0.000153	
0.000031	0.000122	
-0.000031	-0.000061	
0.000031	0.000031	
-0.000031	0.000000	
0.000000	-0.000031	
0.000031	0.000000	
-0.000031	0.000031	
0.000000	0.000000	
0.000061	-0.000031	
-0.000122	0.000031	
0.000153	-0.000031	
-0.000153	0.000031	
0.000153	-0.000031	
-0.000122	0.000031	
0.000092	-0.000031	
-0.000061	0.000031	
0.000000	-0.000031	
0.000061	0.000031	
-0.000092	-0.000031	
0.000122	0.000031	
-0.000122	-0.000031	
0.000061	0.000031	
0.000000	-0.000031	
0.000000	0.000031	
0.000000	-0.000031	
0.000000	0.000000	
-0.000031	0.000061	
0.000031	-0.000092	
0.000000	0.000092	
-0.000031	-0.000092	
0.000061	0.000061	
-0.000061	-0.000031	
0.000031	0.000031	
-0.000031	-0.000061	
